['37', '龙猫', '主演：秦岚,糸井重里,岛本须美', '上映时间：2018-12-14', '9.2']
['38', '被嫌弃的松子的一生', '主演：中谷美纪,永山瑛太,伊势谷友介', '上映时间：2006-05-27(日本)', '8.5']
['39', '闻香识女人', '主演：阿尔·帕西诺,克里斯·奥唐纳,加布里埃尔·安瓦尔', '上映时间：1992-12-23(美国)', '8.8']
['40', '三块广告牌', '主演：弗兰西斯·麦克多蒙德,伍迪·哈里森,山姆·洛克威尔', '上映时间：2018-03-02', '8.6']
['41', '疯狂动物城', '主演：金妮弗·古德温,杰森·贝特曼,伊德瑞斯·艾尔巴', '上映时间：2016-03-04', '9.5']
['42', '心灵奇旅', '主演：杰米·福克斯,蒂娜·菲,菲利西亚·拉斯海德', '上映时间：2020-12-25', '9.2']
['43', '末代皇帝', '主演：尊龙,陈冲,彼得·奥图尔', '上映时间：1987-10-04(日本)', '8.8']
['44', '机器人总动员', '主演：本·贝尔特,艾丽莎·奈特,杰夫·格尔林', '上映时间：2008-06-27(美国)', '9.3']
['45', '西西里的美丽传说', '主演：莫妮卡·安娜·玛丽亚·贝鲁奇,朱塞佩·苏尔法罗,露琪亚·萨多', '上映时间：2000-10-26 00:00:00(意大利)', '8.2']
['46', '超脱', '主演：阿德里安·布劳迪,马西娅·盖伊·哈登,詹姆斯·凯恩', '上映时间：2011-04-25(美国)', '8.7']
['47', '本杰明·巴顿奇事', '主演：布拉德·皮特,凯特·布兰切特,塔拉吉·P·汉森', '上映时间：2008-12-25(美国)', '8.8']
['48', '让子弹飞', '主演：姜文,周润发,葛优', '上映时间：2010-12-16', '8.5']
['49', '海蒂和爷爷', '主演：阿努克·斯特芬 ,布鲁诺·甘茨,昆林·艾格匹', '上映时间：2019-05-16', '9.5']
['50', '一一', '主演：吴念真,金燕玲,李凯莉', '上映时间：2017-07-28(中国台湾)', '8.9']
['51', '海边的曼彻斯特', '主演：卡西·阿弗莱克,卢卡斯·赫奇斯,米歇尔·威廉姆斯', '上映时间：2017-08-25', '8.8']
['52', '布达佩斯大饭店', '主演：拉尔夫·费因斯,托尼·雷沃罗利,西尔莎·罗南', '上映时间：2014-02-06(德国)', '8.7']
['53', '阿凡达', '主演：萨姆·沃辛顿,佐伊·索尔达娜,米歇尔·罗德里格兹', '上映时间：2010-01-04', '9.4']
['54', '复仇者联盟4：终局之战', '主演：小罗伯特·唐尼,克里斯·埃文斯,马克·鲁法洛', '上映时间：2019-04-24', '9.1']
['55', '美国往事', '主演：罗伯特·德尼罗,詹姆斯·伍兹,伊丽莎白·麦戈文', '上映时间：2015-04-23', '9.1']
['56', '搏击俱乐部', '主演：爱德华·哈里森·诺顿,布拉德·皮特,海伦娜·伯翰·卡特', '上映时间：1999-09-10(意大利)', '8.7']
['57', '美丽心灵', '主演：罗素·克劳,詹妮弗·康纳利,艾德·哈里斯', '上映时间：2001-12-13(美国)', '8.8']
['58', '消失的爱人', '主演：本·阿弗莱克,裴淳华,尼尔·帕特里克·哈里斯', '上映时间：2014-09-26(美国)', '8.7']
['59', '乱世佳人', '主演：费雯·丽,克拉克·盖博,奥利维娅·德哈维兰', '上映时间：1939-12-15(美国)', '9.1']
['60', '窃听风暴', '主演：乌尔里希·穆埃,塞巴斯蒂安·科赫,马蒂娜·格德克', '上映时间：2006-03-23(德国)', '9.0']
['61', '爱在黎明破晓前', '主演：伊桑·霍克,朱莉·德尔佩,安德莉亚·埃克特', '上映时间：1995-01-27(美国)', '8.7']
['62', '飞屋环游记', '主演：爱德华·阿斯纳,克里斯托弗·普卢默,乔丹·长井', '上映时间：2009-08-04', '8.9']
['63', '飞越疯人院', '主演：杰克·尼科尔森,路易丝·弗莱彻,威尔·萨姆森', '上映时间：1975-11-19(美国)', '8.8']
['64', '低俗小说', '主演：约翰·特拉沃尔塔,乌玛·瑟曼,塞缪尔·杰克逊', '上映时间：1994-05-21(法国)', '8.7']
['65', '天使爱美丽', '主演：奥黛丽·塔图,马修·卡索维茨,吕菲斯', '上映时间：2001-04-25(比利时)', '8.4']
['66', '蝴蝶效应', '主演：约翰·帕特里克·阿梅多利,罗根·勒曼,卡梅隆·布莱特', '上映时间：2004-01-23(美国)', '8.7']
['67', '大话西游之大圣娶亲', '主演：周星驰,朱茵,莫文蔚', '上映时间：2014-10-24', '8.8']
['68', '无间道', '主演：刘德华,梁朝伟,黄秋生', '上映时间：2003-09-05', '9.1']
['69', '罗马假日', '主演：格利高里·派克,奥黛丽·赫本,埃迪·艾伯特', '上映时间：1953-08-20(意大利)', '9.0']
['70', '釜山行', '主演：孔刘,郑裕美,马东锡', '上映时间：2016-05-13 00:00:00(法国)', '8.9']
['71', '爱在日落黄昏时', '主演：伊桑·霍克,朱莉·德尔佩,弗农·多布切夫', '上映时间：2015-04-20', '8.7']
['72', '春光乍泄', '主演：张国荣,梁朝伟,张震', '上映时间：1997-05-30(中国香港)', '9.2']
['73', '穿条纹睡衣的男孩', '主演：阿沙·巴特菲尔德,维拉·法梅加,大卫·休里斯', '上映时间：2008-08-28(英国)', '9.0']
['74', '七宗罪', '主演：布拉德·皮特,摩根·弗里曼,格温妮斯·帕特洛', '上映时间：1995-09-22(美国)', '8.7']
['75', '菊次郎的夏天', '主演：北野武,关口雄介,岸本 加世子', '上映时间：2020-09-25', '8.8']
['76', '时空恋旅人', '主演：瑞秋·麦克亚当斯,多姆纳尔·格里森,比尔·奈伊', '上映时间：2013-09-04(英国)', '8.9']
['77', '心灵捕手', '主演：罗宾·威廉姆斯,马特·达蒙,明妮·德里弗', '上映时间：1997-12-05(美国)', '8.4']
['78', '控方证人', '主演：泰隆·鲍华,玛琳·黛德丽,查尔斯·劳顿', '上映时间：1957-12-17(美国)', '8.5']
['79', '重庆森林', '主演：梁朝伟,王菲,金城武', '上映时间：1994-07-14(中国香港)', '8.6']
['80', '辩护人', '主演：宋康昊,郭度沅,吴达洙', '上映时间：2013-12-18(韩国)', '8.8']
['81', '猫鼠游戏', '主演：莱昂纳多·迪卡普里奥,汤姆·汉克斯,克里斯托弗·沃肯', '上映时间：2003-04-11', '8.6']
['82', '入殓师', '主演：本木雅弘,广末凉子,山崎努', '上映时间：2021-10-29', '8.6']
['83', '剪刀手爱德华', '主演：约翰尼·德普,薇诺娜·瑞德,黛安娜·维斯特', '上映时间：1990-12-06(美国)', '8.8']
['84', '素媛', '主演：李甄,薛景求,严智苑', '上映时间：2013-10-02(韩国)', '9.1']
['85', '断背山', '主演：希斯·莱杰,杰克·吉伦哈尔,米歇尔·威廉姆斯', '上映时间：2005-09-02(意大利)', '8.9']
['86', '钢琴家', '主演：阿德里安·布劳迪,艾米莉娅·福克斯,米乔·赞布罗斯基', '上映时间：2002-05-24(法国)', '8.9']
['87', '花束般的恋爱', '主演：有村架纯,菅田将晖,细田佳央太', '上映时间：2022-02-22', '8.9']
['88', '蝙蝠侠：黑暗骑士', '主演：克里斯蒂安·贝尔,希斯·莱杰,阿伦·伊克哈特', '上映时间：2008-07-14(阿根廷)', '9.3']
['89', '饮食男女', '主演：郎雄,吴倩莲,杨贵媚', '上映时间：1994-08-03(美国)', '8.8']
['90', '十二怒汉', '主演：亨利·方达,李·科布,马丁·鲍尔萨姆', '上映时间：1957-04-13(美国)', '9.1']
['91', '两杆大烟枪', '主演：杰森·弗莱明,德克斯特·弗莱彻,杰森•斯坦森', '上映时间：1998-08-28(英国)', '8.7']
['92', '波西米亚狂想曲', '主演：拉米·马雷克,本·哈迪,约瑟夫•梅泽罗', '上映时间：2019-03-22', '9.4']
['93', '真爱至上', '主演：休·格兰特,比尔·奈伊,连姆·尼森', '上映时间：2003-11-21(英国)', '8.6']
['94', '大鱼', '主演：伊万·麦克格雷格,阿尔伯特·芬尼,杰西卡·兰格', '上映时间：2003-12-04(美国)', '8.6']
['95', '模仿游戏', '主演：本尼迪克特·康伯巴奇,凯拉·奈特莉,马修·古迪', '上映时间：2015-07-21', '9.3']
['96', '血战钢锯岭', '主演：安德鲁·加菲尔德,雨果·维文,卢克·布雷西', '上映时间：2016-12-08', '9.3']
['97', '傲慢与偏见', '主演：马修·麦克费登,吉娜·马隆,妲露拉·莱莉', '上映时间：2008-02-10', '8.4']
['98', '奇迹男孩', '主演：雅各布·特瑞布雷,朱莉娅·罗伯茨,欧文·威尔逊', '上映时间：2018-01-19', '9.2']
['99', '禁闭岛', '主演：莱昂纳多·迪卡普里奥,马克·鲁法洛,本·金斯利', '上映时间：2010-02-13(德国)', '8.7']
['100', '鬼子来了', '主演：姜文,姜宏波,陈强', '上映时间：2000-05-13(法国)', '8.9']
